gse,title,data_type,score,tier,n_samples,n_young,n_old,age_min_months,age_max_months,sexes,metadata_completeness,sample_types,tissues,cell_types,flags,pubmed_ids,geo_url
GSE285506,Single cell transcriptomic changes in the THY-Tau22 mouse model of Alzheimer's disease at 17 months of age,single-cell RNA-seq,57.0,not recommended,16,0,0,,,"female, male",0.75,tissue,cerebral cortex,,no_age;single_cell;genotype_mixed,40336141,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE285506
GSE193625,Astrocyte immunosenescence in IL-10 and cholesterol signaling in the aged brain impairs microglial regulation following peripheral immune activation,single-cell RNA-seq,57.0,not recommended,12,0,0,2.0,18.0,,0.75,tissue,hippocampus,,sex_not_reported;single_cell;treatment_present,35061297,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193625
GSE281947,Age-impaired remyelination is associated with dysregulated microglial transitions.,single-cell RNA-seq,57.0,not recommended,12,0,0,2.0,10.0,,0.75,isolated cells,spinal cord,microglia,age_inferred;sex_not_reported;single_cell;genotype_mixed;treatment_present,41224757,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE281947
GSE296768,Plaque-induced transcriptional reprogramming of microglia towards lymphoid receptor expression protects against Alzheimer's disease [scRNA-seq],single-cell RNA-seq,57.0,not recommended,12,2,0,3.0,8.0,,0.75,isolated cells,brain,microglia,sex_not_reported;single_cell;genotype_mixed,41193812,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296768
GSE286094,"Loss of ATG7 in Microglia Impairs UPR, Triggers Ferroptosis and Weakens Amyloid Pathology Control [scRNA-seq]",single-cell RNA-seq,57.0,not recommended,11,0,0,5.0,5.0,,0.75,"isolated cells, tissue",brain,,sex_not_reported;single_cell;genotype_mixed,39945772,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE286094
GSE211702,Structural and functional distinctions of co-resident microglia and monocyte-derived macrophages after retinal degeneration,single-cell RNA-seq,57.0,not recommended,9,0,0,,,female,0.75,isolated cells,retina,,no_age;single_sex;single_cell;genotype_mixed;treatment_present,36510226,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211702
GSE261458,Single cell RNA sequencing of aging neural progenitors reveals loss of excitatory neuron potential and a population with transcriptional immune response (scRNA-Seq),single-cell RNA-seq,57.0,not recommended,9,0,0,3.0,24.0,,0.75,tissue,"hippocampus, olfactory bulb, subventricular zone",,sex_not_reported;single_cell;genotype_mixed,39184324,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261458
GSE190012,Single nucleus analysis of brain tissues from DAP12 loss-of-function (KΔ75) mice,single-cell RNA-seq,57.0,not recommended,8,0,4,24.0,24.0,,0.75,tissue,cerebral cortex,,sex_not_reported;single_cell;genotype_mixed,36658241,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190012
GSE202579,CD8+ T cells induce interferon-responsive oligodendrocytes during white matter aging,single-cell RNA-seq,57.0,not recommended,8,0,8,24.0,24.0,,0.75,tissue,"prefrontal cortex, white matter",,sex_not_reported;single_cell,36280798,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202579
GSE208683,Single-nuclei transcriptome sequencing of 5xFAD mouse brain hemisphere with myelin dysfunction,single-cell RNA-seq,57.0,not recommended,8,2,0,6.0,6.0,,0.75,tissue,brain,,sex_not_reported;single_cell;genotype_mixed,37258678,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208683
GSE268159,Single-cell m6A profiling in the mouse brain uncovers cell type-specific RNA methylomes and age-dependent differential methylation [aged study],single-cell RNA-seq,57.0,not recommended,8,0,0,,,,0.75,tissue,cerebral cortex,,age_inferred;qualitative_age;sex_not_reported;single_cell;genotype_mixed;treatment_present,39317796,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE268159
GSE271560,Tracking changes in functionality and morphology of repopulated microglia in young and old mice,single-cell RNA-seq,57.0,not recommended,8,0,0,,,female,0.75,isolated cells,brain,microglia,no_age;single_sex;single_cell;genotype_mixed,39363245,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271560
GSE178295,Single-nuclei transcriptome sequencing of mouse grey and white matter under myelin abnormalities,single-cell RNA-seq,57.0,not recommended,6,2,0,3.0,3.0,,0.75,tissue,cerebral cortex,,sex_not_reported;single_cell;genotype_mixed,37258678,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178295
GSE229553,10x single-cell RNA sequencing of microglia from wild-type C57BL/6 and P301S mice,single-cell RNA-seq,57.0,not recommended,6,0,0,,,"female, male",0.75,isolated cells,hippocampus,microglia,no_age;single_cell,37545233,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE229553
GSE188284,Parenchymal border macrophages regulate CSF flow dynamics [leptomeningeal macs],single-cell RNA-seq,57.0,not recommended,4,4,0,3.0,3.0,male,0.75,not stated,,,single_sex;single_cell,36352225,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE188284
GSE190607,Single-cell Sequencing of Microglia following Repopulation Reveals Distinct Clusters and Transcriptomic Signatures in the 3xTg Alzheimer's Disease Model,single-cell RNA-seq,57.0,not recommended,3,0,0,,,male,0.75,isolated cells,hippocampus,microglia,no_age;single_sex;single_cell;genotype_mixed;treatment_present;few_samples,35787714,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190607
GSE177039,"Comparison of retinal gene expression among Chx10-cre;Tsc f/f, Chx10-cre;Tsc+/+ and 24-month-old C57BL/6 mice",microarray,56.5,not recommended,8,0,2,5.0,24.0,male,1.0,tissue,retina,,single_sex;genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE177039
GSE159463,Microglia response to allergic airway inflammation during early postnatal period in mice,microarray,56.5,not recommended,4,1,0,0.99,2.3,male,1.0,isolated cells,brain,microglia,single_sex;treatment_present;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159463
GSE229416,Alzheimer’s disease-induced phagocytic microglia express a specific profile of coding and non-coding RNAs [BV-2 cells],bulk RNA-seq,54.7,not recommended,32,0,0,2.0,6.0,,0.6172,cell line,,microglia,age_inferred;sex_not_reported;cell_line;treatment_present,37828821,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE229416
GSE119650,Transcriptomes of microglia in experimental cerebral malaria in mice in the presence and absence of Type I Interferon signaling,microarray,54.0,not recommended,22,0,0,,,female,0.75,isolated cells,brain,microglia,no_age;single_sex;genotype_mixed;treatment_present,30670056;27991544;30572937,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119650
GSE74615,Acutely isolated murine cortical astrocytes and microglia: Alzheimer's disease vs wildtype,microarray,54.0,not recommended,22,0,0,16.5,16.5,,0.75,isolated cells,brain,"astrocyte, microglia",sex_not_reported;genotype_mixed,25002035,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE74615
GSE212343,"APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge [Bulk RNA-seq]",single-cell RNA-seq,54.0,not recommended,20,0,0,,,,0.675,tissue,brain,,age_inferred;qualitative_age;sex_not_reported;single_cell;genotype_mixed;treatment_present,36871219,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212343
GSE33674,Preservation of cone photoreceptors after a rapid yet transient degeneration and remodeling in cone-only Nrl-/- mouse retina,microarray,54.0,not recommended,20,0,0,1.0,10.0,,0.75,tissue,retina,,sex_not_reported;genotype_mixed,22238088,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE33674
GSE111737,"Mitophagy ameliorates Aβ and p-Tau pathologies, and cognitive deficits, in experimental models of Alzheimer’s disease",microarray,54.0,not recommended,19,0,0,8.0,8.0,,0.75,tissue,brain,,sex_not_reported;genotype_mixed;treatment_present,30742114,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111737
GSE60388,In vitro caloric restriction induces protective genes and functional rejuvenation in senescent SAMP8 astrocytes,microarray,54.0,not recommended,12,0,0,0.07,0.07,,0.75,isolated cells,cerebral cortex,astrocyte,sex_not_reported;treatment_present,25711920,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60388
GSE103380,Gene expression of microglia from naïve or MHV infected mouse brains,microarray,54.0,not recommended,8,0,0,1.38,1.38,,0.75,isolated cells,brain,microglia,sex_not_reported,29376888,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE103380
GSE98143,Differential impact of Dicer deficiency on microglia of the developing and adult brain (Agilent miRNA microarrays),microarray,54.0,not recommended,6,0,0,1.38,1.38,male,0.75,isolated cells,"brain, liver","macrophage, microglia",single_sex,28636953,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98143
GSE212317,"APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge [scRNA-seq 1]",single-cell RNA-seq,53.7,not recommended,6,0,0,,,,0.6667,tissue,brain,,age_inferred;qualitative_age;sex_not_reported;single_cell;genotype_mixed;treatment_present,36871219,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212317
GSE277167,Protective variant in PLCγ2 mitigates Alzheimer’s disease associated pathology via enhancing beneficial microglia functions,bulk RNA-seq,52.5,not recommended,31,0,0,,,"female, male",0.75,"isolated cells, tissue","brain, cerebral cortex",microglia,no_age;genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE277167
GSE291239,Glial-specific and inducible full body C3 deficiency does not affect amyloid pathology in the AppNL−G−F mouse model of Alzheimer’s disease,bulk RNA-seq,52.5,not recommended,18,0,0,,,"female, male",0.75,isolated cells,,"astrocyte, microglia",no_age;genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE291239
GSE180746,Transcriptomic profiling identifies CD8+ T-cells in the brain of aged and Alzheimer’s disease transgenic mice as tissue-resident memory T-cells,bulk RNA-seq,52.5,not recommended,17,0,0,,,"female, male",0.75,isolated cells,"blood, brain",t cell,no_age;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180746
GSE306683,"Early loss of astrocyte p38α MAPK reduces hippocampal neuroinflammation, enhances synaptic strength, and increases non-synaptic mitochondrial uncoupling in female mice during non-pathological aging",bulk RNA-seq,52.5,not recommended,15,0,0,,,"female, male",0.75,tissue,hippocampus,,no_age;treatment_present;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE306683
GSE156936,RNA-Seq analysis of E4FAD mouse brain cortex to evaluate the impact of omega-6 fatty acid docosapentaenoic acid on neuroinflammation,bulk RNA-seq,52.5,not recommended,12,0,0,12.0,14.0,,0.75,tissue,cerebral cortex,,sex_not_reported;genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156936
GSE343951,Skeletal muscle fatigue resistance is differentially affected in 8-month-old male and female hAβ-KI mice.,bulk RNA-seq,52.5,not recommended,12,0,0,,,"female, male",0.75,tissue,skeletal muscle,,no_age;genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE343951
GSE129996,"RNA-sequencing of microglia, T cells and ILC2 from the brains of IL-33 treated aged (20-22mos) mice",bulk RNA-seq,52.5,not recommended,9,0,9,21.0,21.0,,0.75,"isolated cells, tissue",brain,"microglia, t cell",sex_not_reported;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129996
GSE129999,RNA-sequencing of microglia from IL-5 or PBS treated aged (20mos) mice,bulk RNA-seq,52.5,not recommended,8,0,4,21.0,21.0,,0.75,isolated cells,,"microglia, t cell",sex_not_reported;treatment_present;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129999
GSE278709,RNA-seq of oligodendrocyte progenitors immunopanned from postnatal day 6-8 mice treated with high glucose (HG) or low glucose (LG).,bulk RNA-seq,52.5,not recommended,8,0,0,0.2,0.2,,0.75,isolated cells,,oligodendrocyte precursor cell,sex_not_reported;treatment_present;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE278709
GSE169019,Microglia RNA-seq of mus musculus:adult male dorsal hippocampus,bulk RNA-seq,52.5,not recommended,7,4,0,1.61,1.61,,0.75,isolated cells,hippocampus,microglia,sex_not_reported;genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169019
GSE214646,FAM69C promotes stress granule assembly and suppresses inflammasome activation,bulk RNA-seq,52.5,not recommended,6,0,0,12.0,12.0,,0.75,tissue,cerebral cortex,,sex_not_reported;genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE214646
GSE216976,TonEBP increases TRIM37 ,bulk RNA-seq,52.5,not recommended,6,0,0,12.0,12.0,,0.75,tissue,hippocampus,,sex_not_reported;genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE216976
GSE146510,Peripheral nerve resident macrophages share tissue-specific programming and features of activated microglia,bulk RNA-seq,52.5,not recommended,2,2,0,2.53,2.53,male,0.75,isolated cells,,macrophage,single_sex;no_publication;few_samples,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146510
GSE56452,SIRT1 deficiency in microglia contributes to cognitive decline in aging and neurodegeneration via epigenetic regulation of IL-1beta,microarray,51.5,not recommended,16,0,0,,,,0.6875,isolated cells,,microglia,qualitative_age;sex_not_reported;genotype_mixed,25589773,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56452
GSE248184,Microglia,microarray,50.7,not recommended,12,0,8,,,,0.6667,isolated cells,,microglia,age_inferred;qualitative_age;sex_not_reported,38195627,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248184
GSE220548,Human iPSC-Derived Mononuclear Phagocytes Improve Cognition and Neural Health across Multiple Mouse Models of Aging and Alzheimer's Disease,single-cell RNA-seq,50.3,not recommended,15,5,0,,,,0.5833,tissue,hippocampus,,age_inferred;qualitative_age;sex_not_reported;single_cell;treatment_present,40850934,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE220548
GSE138891,Cytotoxic CNS-associated T cells drive axon degeneration in aging and myelin disease,single-cell RNA-seq,50.3,not recommended,3,0,1,12.0,24.0,,0.5833,"isolated cells, not stated",brain,t cell,age_inferred;sex_not_reported;single_cell;genotype_mixed;few_samples,37182098;37117598,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE138891
GSE283560,Fate mapping of peripherally derived macrophages reveals a long-lasting engrafted population that maintains a distinct transcriptomic profile for up to 8 months after Traumatic Brain Injury III,bulk RNA-seq,50.0,not recommended,65,0,0,,,,0.5,isolated cells,"blood, brain","macrophage, microglia, monocyte",no_age;sex_not_reported;genotype_mixed;treatment_present,41057304,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283560
GSE269886,"Transcriptomic analysis of microglia from young and aged wild-type, NLRP3-/-, APP/PS1 and APP/PS1.NLRP3-/- mice.",bulk RNA-seq,50.0,not recommended,62,9,0,4.0,12.0,,0.5,isolated cells,,,sex_not_reported;genotype_mixed,39904338,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269886
GSE254217,ALS/FTD-linked TBK1 deficiency in microglia induces an aged-like microglial signature and drives social recognition deficits. [in vitro_Microglia],bulk RNA-seq,50.0,not recommended,59,0,0,,,,0.5,isolated cells,,microglia,no_age;sex_not_reported;genotype_mixed;treatment_present,40858618,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE254217
GSE269745,Effects of depletion of Irf8 and Mafb on gene expression of adult microglia and CNS border associtated macrophages (CAMs),bulk RNA-seq,50.0,not recommended,44,0,0,,,,0.5,isolated cells,brain,"macrophage, microglia",no_age;sex_not_reported;genotype_mixed,39043941,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269745
GSE243110,A TrkB and TrkC partial agonist prevents synaptic plasticity deficits and elicits activity-dependent synaptic and microglial transcriptomic changes in a late-stage Alzheimer’s disease mouse model,bulk RNA-seq,50.0,not recommended,36,0,0,,,,0.5,tissue,hippocampus,,no_age;sex_not_reported;genotype_mixed;treatment_present,38779814,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243110
GSE283556,Fate mapping of peripherally derived macrophages reveals a long-lasting engrafted population that maintains a distinct transcriptomic profile for up to 8 months after Traumatic Brain Injury I,bulk RNA-seq,50.0,not recommended,35,0,0,,,,0.5,isolated cells,brain,"macrophage, microglia",no_age;sex_not_reported;genotype_mixed;treatment_present,41057304,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283556
GSE316928,"Characterizing the metabolomes of microglia, astrocytes and neurons in ageing and Alzheimer’s brains",bulk RNA-seq,50.0,not recommended,35,0,0,,,,0.5,isolated cells,brain,"astrocyte, microglia, neuron",no_age;sex_not_reported,42062482,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE316928
GSE168429,"Identification and drug-induced reversion of molecular signatures of Alzheimer´s disease onset and progression in AppNL-G-F, AppNL-F and 3xTg-AD mouse models (RNA-seq: WT/NLGF)",bulk RNA-seq,50.0,not recommended,32,0,0,,,,0.5,tissue,hippocampus,,no_age;sex_not_reported;genotype_mixed;treatment_present,34702310,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168429
GSE226172,TREM2 inhibition triggers anti-tumor cell activity of myeloid cells in glioblastoma [RNAseq],bulk RNA-seq,50.0,not recommended,28,0,0,,,,0.5,isolated cells,"bone marrow, cerebral cortex","macrophage, microglia",no_age;sex_not_reported;genotype_mixed;treatment_present,37172094,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226172
